% Model:              biconAndDipole_fullFeature_addCablesV2_1.1.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 5 2022, 16:51
% Table:              Table 10 - tickle Impedance
% freq (MHz)                                      abs(emw.Zport_2) (Ω)                              Lumped port impedance (Ω)
255                                               422.61391664055026                                0.1362066634507085-422.61389469113624i
255.5                                             416.28572309172597                                0.127094974986603-416.2857036902282i
256                                               411.3195047485978                                 0.12695702133260134-411.31948515545247i
256.5                                             404.9424655680584                                 0.13201627835406118-404.9424440485838i
257                                               393.72937586062164                                0.2445577142854637-393.72929990936547i
257.5                                             363.62074719189366                                2.1875786396678945-363.6141667868378i
258                                               406.8560835773773                                 0.26916470431926387-406.8559945414148i
258.5                                             363.6778863382058                                 2.2778599909332633-363.6707526943659i
259                                               342.48942307233426                                1.6505353493120007-342.48544589439274i
259.5                                             491.3132977952444                                 4.42778847397291-491.2933454461482i
260                                               421.131143131111                                  0.4820020852999508-421.1308672953172i
260.5                                             409.83801495359467                                0.25858730612173897-409.8379333757528i
261                                               400.46294661572017                                0.227041124011661-400.46288225561324i
261.5                                             389.0750884599066                                 0.22374924971809088-389.07502412305706i
262                                               336.06910853601545                                2.032133104482393-336.0629645575927i
262.5                                             416.0326609662586                                 20.622529636813454-415.52122239669615i
263                                               274.92461637291245                                214.58075928486903-171.86809602867592i
263.5                                             398.7378062928465                                 0.42125376544272203-398.7375837722056i
264                                               405.0164812269035                                 0.5701828792134962-405.0160798744995i
264.5                                             398.64952363372294                                0.9866142627703067-398.6483027502948i
265                                               388.1184136247807                                 0.8464614071866227-388.1174905846199i
265.5                                             385.7984606409588                                 5.911213932137144-385.75317209685i
266                                               385.8087237481207                                 0.4603089186106345-385.80844915042127i
266.5                                             389.7076795591522                                 0.3175466339662995-389.70755018541035i
267                                               396.7052073876103                                 1.3581716124305196-396.702882442664i
267.5                                             381.6865261124198                                 0.29665234128043994-381.6864108311368i
268                                               375.9573115994986                                 0.2566835245904238-375.9572239746042i
268.5                                             439.11312523953507                                78.78690438747367-431.9872225594996i
269                                               376.3798653098639                                 0.5697696385290617-376.3794340465885i
269.5                                             372.05392312280424                                0.7102337671325853-372.05324522044634i
270                                               365.682816158429                                  0.18838750661907117-365.6827676329672i
270.5                                             361.43291811429265                                6.886597048000198-361.3673049373884i
271                                               363.14874523568255                                4.673719781193355-363.11866863280045i
271.5                                             362.2060255141817                                 2.1316842664049087-362.1997526793308i
272                                               365.65490674405595                                3.851489818277469-365.63462206441005i
272.5                                             353.047631897746                                  3.460066203293391-353.03067618901787i
273                                               303.4600202849013                                 30.149737945764866-301.95856870291726i
273.5                                             331.85106531973906                                4.235883913964958-331.8240299335073i
274                                               802.5744579564424                                 45.990673651669255-801.2556511508316i
274.5                                             370.9791533904765                                 2.296726435446374-370.9720438227056i
275                                               580.1168859505632                                 128.729292225536-565.6539319125178i
275.5                                             353.7585623135701                                 2.6259858779427443-353.7488156988415i
276                                               344.6237944063327                                 1.5591753524532208-344.62026731351506i
276.5                                             322.9731960799494                                 0.48720760610587804-322.9728286014878i
277                                               367.2297423856743                                 17.722507962528397-366.80184896503295i
277.5                                             298.78296308341663                                5.766969468996072-298.72730222068753i
278                                               366.46885265223005                                2.508913691006479-366.46026430751397i
278.5                                             317.35070749007593                                1.8127346266404951-317.34553019953677i
279                                               219.03756099896503                                2.3455246898390136-219.0250023223483i
279.5                                             842.7118818221899                                 24.021853771629047-842.3694357618105i
280                                               427.7975747276692                                 4.404294850217033-427.7749024075022i
280.5                                             388.29969640341955                                1.050968843540834-388.298274128894i
281                                               439.1882290662344                                 12.354436313200729-439.01442852566726i
281.5                                             282.8225076948097                                 5.509875298918727-282.76883161510403i
282                                               393.1486635961599                                 0.6402308913351525-393.14814229734355i
282.5                                             372.3831905158332                                 0.523685356574204-372.38282228427056i
283                                               361.54141490421944                                0.18999671716571837-361.5413649808171i
283.5                                             357.97688985925896                                1.0279745622749488-357.9754138786731i
284                                               346.24852150539414                                0.5757751102684271-346.2480427781416i
284.5                                             367.668150472732                                  1.8987760820788213-367.66324744449184i
285                                               334.65124738726394                                3.8758482965495387-334.6288020745283i
285.5                                             364.5822598829943                                 2.626875148188389-364.5727962264149i
286                                               339.31726201493547                                0.24171560853155077-339.31717592081446i
286.5                                             313.65741331191873                                0.5910718051032903-313.6568563887055i
287                                               391.0255659033868                                 1.7856007354974621-391.02148894923573i
287.5                                             379.21646921214057                                0.866662984546095-379.2154788731515i
288                                               352.48424120993513                                3.5514416820144743-352.4663495474752i
288.5                                             344.1456343737603                                 0.7770152214506368-344.14475719653717i
289                                               337.43878693849575                                0.2870276346546911-337.4386648646839i
289.5                                             331.18039411272093                                0.16482263200723957-331.1803530980622i
290                                               323.0124170604836                                 0.2355612467244173-323.01233116733306i
290.5                                             295.9407711320102                                 3.2931944940305202-295.92244742201177i
291                                               372.6299564984166                                 3.983144606550907-372.6086674234178i
291.5                                             330.0167192506198                                 2.2715165852786137-330.0089016940986i
292                                               332.39758707150355                                4.141141723345257-332.3717900727812i
292.5                                             313.71350227258296                                0.3247822938615691-313.71333415172444i
293                                               296.7778868277923                                 12.346084752959616-296.52097447101886i
293.5                                             316.20747714274574                                13.696883918838969-315.91068986644615i
294                                               331.45078608102676                                18.956679153109604-330.90824696464824i
294.5                                             331.82099569215364                                12.189730989567485-331.5970199512267i
295                                               331.0730138932359                                 12.556776979835673-330.8348045176466i
295.5                                             320.8953205079661                                 9.028198680726408-320.7682938703444i
296                                               322.53955326026767                                3.910521935584787-322.51584648746234i
296.5                                             316.85293374127156                                0.7988921923262559-316.85192660249936i
297                                               311.51935941555945                                0.6812701918052176-311.5186144704779i
297.5                                             304.19706757971096                                0.27059862711263416-304.1969472241269i
298                                               304.87229833562793                                0.24816053093557128-304.87219733652165i
298.5                                             302.11459533830634                                2.259446561434303-302.106146275882i
299                                               280.3400800026478                                 0.5056272418696711-280.33962402233345i
299.5                                             262.81462923978523                                6.797246354568976-262.7267150185551i
300                                               306.8401517040187                                 1.9801627043066348-306.83376224498124i
